代码,名称,流通A股(万股),总股本(万股)
sh600779,水井坊,48854.5698,48854.5698
sh600780,通宝能源,114650.2523,114650.2523
sh600781,辅仁药业,17759.2864,17759.2864
sh600782,新钢股份,278689.6212,278689.6212
sh600784,鲁银投资,56817.7846,56817.7846
sh600785,新华百货,22563.128,22563.128
sh600789,鲁抗医药,58157.5475,58157.5475
sh600790,轻纺城,104699.352,104699.352
sh600791,京能置业,45231.3696,45288
sh600792,云煤能源,98992.36,98992.36
sh600793,宜宾纸业,10530,10530
sh600794,保税科技,110277.4156,121215.2157
sh600795,国电电力,1965039.7845,1965039.7845
sh600796,钱江生化,30140.2144,30140.2144
sh600797,浙大网新,83074.7042,91404.3256
sh600798,宁波海运,103085.0948,103085.0948
sh600800,天津磁卡,61095.6047,61127.1047
sh600801,华新水泥,97277.1325,149757.1325
sh600802,福建水泥,38187.3666,38187.3666
sh600804,鹏博士,140768.1733,143213.3979
sh600805,悦达投资,84925.3256,85089.4494
sh600808,马钢股份,596775.1186,770068.1186
sh600809,山西汾酒,86584.8266,86584.8266
sh600810,神马股份,44228,44228
sh600812,华北制药,163080.4729,163080.4729
sh600814,杭州解百,31038.3021,71502.6758
sh600815,*ST厦工,95896.9989,95896.9989
sh600816,安信信托,249760.3779,455761.4932
sh600818,中路股份,23795.791,32144.791
sh600819,耀皮玻璃,74741.6067,93491.6069
sh600820,隧道股份,314409.6094,314409.6094
sh600821,津劝业,41626.8225,41626.8225
sh600822,上海物贸,39614.7908,49597.2914
sh600823,世茂股份,375116.8261,375116.8261
sh600824,益民集团,105402.7073,105402.7073
sh600825,新华传媒,104488.785,104488.785
sh600826,兰生股份,42064.2288,42064.2288
sh600827,百联股份,154277.7555,178416.8117
sh600828,茂业商业,56981.7292,173198.2546
sh600829,人民同泰,57988.8597,57988.8597
sh600830,香溢融通,45432.2747,45432.2747
sh600834,申通地铁,47738.1905,47738.1905
sh600835,上海机电,80650.43,102273.9308
sh600836,界龙实业,65302.4094,66275.3072
sh600837,海通证券,809213.118,1150170
sh600838,上海九百,40088.1981,40088.1981
sh600839,四川长虹,461063.43,461624.4222
sh600841,上柴股份,52189.253,86668.983
sh600844,*ST丹科,58482.7012,101652.424
sh600845,宝信软件,52393.193,78324.9172
sh600846,同济科技,62476.1516,62476.1516
sh600847,*ST万里,15328.74,15328.74
sh600848,上海临港,39955.347,111991.9277
sh600850,华东电脑,42088.8164,42088.8164
sh600851,海欣股份,73820.611,120705.6692
sh600854,春兰股份,51945.8538,51945.8538
sh600855,航天长峰,33011.4425,33161.7425
sh600856,中天能源,77103.0388,113433.115
sh600857,宁波中百,22431.9919,22431.9919
sh600858,银座股份,51754.8029,52006.6589
sh600859,王府井,60159.8514,77625.035
sh600860,*ST京城,32200,42200
sh600861,北京城乡,31680.4949,31680.4949
sh600862,中航高科,79031.9855,139304.9107
sh600863,内蒙华电,580774.5,580774.5
sh600864,哈投股份,54637.8196,210851.3762
sh600865,百大集团,37624.0316,37624.0316
sh600866,星湖科技,55039.3465,64539.3465
sh600867,通化东宝,163596.3006,170632.0177
sh600868,梅雁吉祥,189814.8679,189814.8679
sh600869,智慧能源,204182.816,221935.2746
sh600870,厦华电子,52319.9665,52319.9665
sh600871,石化油服,281833.3333,1414266.0995
sh600872,中炬高新,79663.7194,79663.7194
sh600873,梅花生物,310822.6603,310822.6603
sh600874,创业环保,108722.843,142722.843
sh600876,洛阳玻璃,26176.6875,52676.6875
sh600879,航天电子,159570.7908,271927.1284
sh600880,博瑞传播,73336.5115,109333.2092
sh600881,亚泰集团,189473.2058,324891.3588
sh600883,博闻科技,23608.8,23608.8
sh600884,杉杉股份,82171.6494,112276.4986
sh600885,宏发股份,53197.2537,53197.2537
sh600888,新疆众和,83359.3634,83359.3634
sh600889,南京化纤,30706.9284,30706.9284
sh600890,中房股份,57919.4925,57919.4925
sh600891,秋林集团,38405.5051,61758.5803
sh600892,大晟文化,25159.7532,55946.4188
sh600893,航发动力,136750.0875,194871.875
sh600894,广日股份,85994.6895,85994.6895
sh600896,览海投资,57712.8273,86909.9075
sh600898,国美通讯,25252.382,25252.382
sh600908,无锡银行,18481.1482,184811.4814
sh600909,华安证券,80000,362100
sh600917,重庆燃气,15600,155600
sh600919,江苏银行,115445,1154445
sh600926,杭州银行,36645,366442.888
sh600936,广西广电,30000,167102.6239
sh600939,重庆建工,18150,181450
sh600958,东方证券,312615.4848,621545.2011
sh600959,江苏有线,139617.8359,388452.9799
sh600961,株冶集团,52745.7914,52745.7914
sh600962,国投中鲁,25402,26221
sh600963,岳阳林纸,104315.9148,139773.3148
sh600965,福成股份,52800.3281,81870.0955
sh600966,博汇纸业,133684.4288,133684.4288
sh600967,内蒙一机,82282.7999,168963.1817
sh600969,郴电国际,26432.1774,26432.1774
sh600970,中材国际,168321.0707,175425.7928
sh600971,恒源煤电,100000.407,100000.407
sh600973,宝胜股份,89504.1267,122211.2517
sh600975,新五丰,46872.0252,65267.5584
sh600976,健民集团,15329.86,15339.86
sh600977,中国电影,46700,186700
sh600978,宜华生活,148287.0004,148287.0004
sh600979,广安爱众,71789.2146,94789.2146
sh600980,北矿科技,14332.5928,15220.988
sh600981,汇鸿集团,24185.4629,224243.3192
sh600982,宁波热电,67613,74693
sh600984,建设机械,52129.7354,63676.4203
sh600985,雷鸣科化,26285.4744,30015.633
sh600986,科达股份,45237.3293,96280.8133
sh600987,航民股份,63531,63531
sh600988,赤峰黄金,61034.2025,71319.0748
sh600990,四创电子,13670.204,15917.911
sh600992,贵绳股份,24509,24509
sh600993,马应龙,43023.6256,43105.3891
sh600995,文山电力,47852.64,47852.64
sh600996,贵广网络,21000,104256.8441
sh600998,九州通,163112.6893,169565.8398
sh600999,招商证券,490369.9507,669940.9329
sh601000,唐山港,401588.4881,455840.6626
sh601001,大同煤业,167370,167370
sh601002,晋亿实业,79269,79269
sh601003,柳钢股份,256279.32,256279.32
sh601006,大秦铁路,1486679.1491,1486679.1491
sh601007,金陵饭店,30000,30000
sh601008,连云港,101521.5101,101521.5101
sh601009,南京银行,576393.0865,605871.9946
sh601010,文峰股份,184800,184800
sh601011,宝泰隆,130874.5595,136750
sh601012,隆基股份,175638.4005,199589.0829
sh601015,陕西黑猫,44400,93000
sh601016,节能风电,223556,415556
sh601018,宁波港,1280000,1317284.7809
sh601020,华钰矿业,28264.665,52567.66
sh601021,春秋航空,20000,80058
sh601028,玉龙股份,78302.576,78466.476
sh601038,一拖股份,59391,98585
sh601069,西部黄金,18975,63600
sh601088,中国神华,1649103.7955,1988962.0455
sh601098,中南传媒,179600,179600
sh601099,太平洋,647881.637,681631.637
sh601100,恒立液压,63000,63000
sh601101,昊华能源,119999.8272,119999.8272
sh601106,*ST一重,653800,653800
sh601116,三江购物,41075.88,41075.88
sh601117,中国化学,493300,493300
sh601118,海南橡胶,393117.16,393117.16
sh601127,小康股份,18000,89250
sh601128,常熟银行,22227.2797,222272.7969
sh601137,博威合金,43000,62721.9708
sh601155,新城控股,70468.4186,225848.4186
sh601158,重庆水务,480000,480000
sh601163,三角轮胎,20000,80000
sh601166,兴业银行,1905233.6751,2077419.0751
sh601168,西部矿业,238300,238300
sh601177,杭齿前进,40006,40006
sh601186,中国铁建,1150324.55,1357954.15
sh601188,龙江交通,131587.8571,131587.8571
sh601198,东兴证券,100400,275796.0657
sh601199,江南水务,93520.6475,93520.6475
sh601208,东材科技,62660.1,62660.1
sh601211,国泰君安,473269.035,871393.38
sh601212,白银有色,69800,697296.5867
sh601216,君正集团,843801.739,843801.739
sh601218,吉鑫科技,99176,99176
sh601222,林洋能源,174253.1819,176409.1819
sh601225,陕西煤业,1000000,1000000
sh601226,华电重工,40500,115500
sh601228,广州港,69868,619318
sh601229,上海银行,60045,600445
sh601231,环旭电子,217592.358,217592.358
sh601233,桐昆股份,120510.2669,123193.63
sh601238,广汽集团,428715.5575,650045.5793
sh601258,庞大集团,653847.8402,667466.3402
sh601311,骆驼股份,84839.575,84839.575
sh601313,江南嘉捷,39718.2443,39718.2443
sh601318,中国平安,1083266.4498,1828024.141
sh601328,交通银行,3925086.4015,7426272.6645
sh601333,广深铁路,565223.7,708353.7
sh601336,新华保险,208543.934,311954.66
sh601339,百隆东方,150000,150000
sh601366,利群股份,17600,86050.046
sh601368,绿城水务,29420.2725,73581.0898
sh601369,陕鼓动力,163877.0233,163877.0233
sh601375,中原证券,69998.2485,392373.47
sh601377,兴业证券,669667.1674,669667.1674
sh601388,怡球资源,202540,202540
sh601500,通用股份,17491.9085,72691.9085
sh601515,东风股份,111200,111200
sh601518,吉林高速,121320,121320
sh601519,*ST智慧,198770,198770
sh601555,东吴证券,289100,300000
sh601558,*ST锐电,566220,603060
sh601566,九牧王,57463.715,57463.715
sh601567,三星医疗,123556.1714,141880.6914
sh601579,会稽山,24800,49736
sh601588,北辰实业,266000,336702
sh601595,上海电影,9350,37350
sh601599,鹿港文化,85295.35,89406.8404
sh601600,中国铝业,1095983.2268,1490379.8236
sh601601,中国太保,628670,906200
sh601607,上海医药,192293.5018,268891.0538
sh601608,中信重工,427978.5484,433941.9293
sh601611,中国核建,96180,262500
sh601616,广电电气,93557.5,93557.5
sh601618,中国中冶,1623900,2072361.917
sh601628,中国人寿,2082353,2826470.5
sh601633,长城汽车,602772.9,912726.9
sh601636,旗滨集团,247163.975,268443.794
sh601666,平煤股份,236116.4982,236116.4982
sh601668,中国建筑,2968668.5593,3000000
sh601669,中国电建,960000,1529903.5024
sh601677,明泰铝业,47772.92,51329.6
sh601678,滨化股份,118800,118800
sh601688,华泰证券,544372.312,716276.88
sh601689,拓普集团,17070,72757.7758
sh601699,潞安环能,299140.92,299140.92
sh601700,风范股份,113323.2,113323.2
sh601717,郑煤机,137788.78,173247.137
sh601718,际华集团,385700,439162.9404
sh601727,上海电气,985140.2937,1343115.8307
sh601766,中国中车,2291769.2293,2869886.4088
sh601777,力帆股份,123663.3379,125635.3379
sh601788,光大证券,390669.8839,461078.7639
sh601789,宁波建工,97608,97608
sh601798,蓝科高新,35452.8198,35452.8198
sh601799,星宇股份,23965,27615.5232
sh601800,中国交建,1174723.5425,1617473.5425
sh601808,中海油服,296046.8,477159.2
sh601811,新华文轩,9871,123384.1
sh601818,光大银行,3981035.95,4667909.5
sh601857,中国石油,16192207.7818,18302097.7818
sh601858,中国科传,13050,79050
sh601872,招商轮船,472092.1809,529945.8112
sh601878,浙商证券,33333.34,333333.34
sh601880,大连港,773582,1289453.5999
sh601882,海天精工,5220,52200
sh601886,江河集团,115405,115405
sh601888,中国国旅,195247.5544,195247.5544
sh601890,亚星锚链,95940,95940
sh601898,中煤能源,915200.04,1325866.34
sh601899,紫金矿业,1580380.365,2303121.8891
sh601900,南方传媒,17560,81910
sh601901,方正证券,628985.0536,823210.1395
sh601908,京运通,199301.7701,199681.7701
sh601918,新集能源,259054.18,259054.18
sh601928,凤凰传媒,254490,254490
sh601929,吉视传媒,311080.1192,311080.1192
sh601933,永辉超市,650887.128,957046.2108
sh601952,苏垦农发,26000,106000
sh601958,金钼股份,322660.44,322660.44
sh601965,中国汽研,96117.9867,96117.9867
sh601966,玲珑轮胎,20000,120000
sh601968,宝钢包装,31333.33,83333.33
sh601985,中国核电,422965,1556543
sh601989,中国重工,1836166.5066,1907989.7108
sh601991,大唐发电,999436,1331003.7578
sh601992,金隅股份,814523.902,1067777.1134
sh601997,贵阳银行,50000,229859.19
sh601998,中信银行,3190516.4057,4893479.6573
sh601999,出版传媒,55091.47,55091.47
sh603001,奥康国际,40098,40098
sh603002,宏昌电子,60558.468,61441.17
sh603003,龙宇燃油,20200,44111.4597
sh603005,晶方科技,17164.8679,23270.6955
sh603006,联明股份,6991.38,19283.5586
sh603007,花王股份,8337.5,33337.5
sh603008,喜临门,31500,39425.7787
sh603009,北特科技,5455.0706,13126.1557
sh603010,万盛股份,10480.052,25439.1982
sh603011,合锻智能,21170,44619.8794
sh603012,创力集团,42383.4064,63656
sh603015,弘讯科技,16020,40587
sh603016,新宏泰,3705,14816
sh603017,中衡设计,12113.7616,27537.3728
sh603018,中设集团,12586.587,21151.76
sh603019,中科曙光,40175.4846,64302.397
sh603020,爱普股份,19346,32000
sh603021,山东华鹏,20783.1874,31994.807
sh603022,新通联,6500,20000
sh603023,威帝股份,12701.7,36000
sh603025,大豪科技,5100,44700
sh603026,石大胜华,14042.7554,20268
sh603027,千禾味业,13319.0272,32000
sh603028,赛福天,11556.8663,22080
sh603029,天鹅股份,3652.546,9334
sh603030,全筑股份,19306.596,53865.9333
sh603031,安德利,2000,8000
sh603032,德新交运,3334,13334
sh603033,三维股份,3178,12698
sh603035,常熟汽饰,7000,28000
sh603036,如通股份,5084,20336
sh603037,凯众股份,2600,10400
sh603038,华立股份,1670,6670
sh603039,泛微网络,1667,6667
sh603040,新坐标,1500,6000
sh603041,美思德,2500,10000
sh603043,广州酒家,5000,40399.6184
sh603050,科林电气,3334,13334
sh603058,永吉股份,4216,42156
sh603060,国检集团,5500,22000
sh603067,振华股份,5500,22000
sh603069,海汽集团,7900,31600
sh603078,江化微,1500,6000
sh603081,大丰实业,5180,40180
sh603085,天成自控,5750,22383.5486
sh603086,先达股份,2000,8000
sh603088,宁波精达,2500,8000
sh603089,正裕工业,2667,10667
sh603090,宏盛股份,2500,10000
sh603098,森特股份,6251,40001
sh603099,长白山,10267,26667
sh603100,川仪股份,23138.1386,39500
sh603101,汇嘉时代,7200,24000
sh603108,润达医疗,22185.9708,57953.4079
sh603111,康尼机电,38363,73838.325
sh603113,金能科技,7730,67593.9455
sh603116,红蜻蜓,18070.571,40880
sh603117,万林股份,23510.4992,46232.0932
sh603118,共进股份,37150.124,78295.4832
sh603123,翠微股份,36839.4889,52414.4222
sh603126,中材节能,21804,61050
sh603128,华贸物流,82385.4298,100541.5153
sh603131,上海沪工,5000,20000
sh603133,碳元科技,5200,20800
sh603138,海量数据,2665,10660
sh603139,康惠制药,2497,9988
sh603158,腾龙股份,10334.24,21881.1
sh603159,上海亚虹,2500,10000
sh603160,汇顶科技,4500,44500
sh603165,荣晟环保,3168,12668
sh603166,福达股份,14986.791,59201.871
sh603167,渤海轮渡,48140,48140
sh603168,莎普爱思,14084.84,24814.8076
sh603169,兰石重装,46627.1154,102541.557
sh603177,德创环保,5050,20200
sh603178,圣龙股份,5000,20000
sh603179,新泉股份,3985,15940
sh603180,金牌厨柜,1700,6700
sh603186,华正新材,3235,12935
sh603188,亚邦股份,37900.8,57600
sh603189,网达软件,5520,22080
sh603196,日播时尚,6000,24000
sh603197,保隆科技,2928,11710.0755
sh603198,迎驾贡酒,16640,80000
sh603199,九华旅游,7294.43,11068
sh603200,上海洗霸,1843,7372
sh603203,快克股份,2990,11960
sh603208,江山欧派,2021,8081.6061
sh603218,日月股份,4100,40100
sh603222,济民制药,11294,32000
sh603223,恒通股份,7900.0009,12000
sh603225,新凤鸣,7730,60200
sh603226,菲林格尔,2167,8667
sh603227,雪峰科技,42154,65870
sh603228,景旺电子,4800,40800
sh603229,奥翔药业,4000,16000
sh603232,格尔软件,1525,6100
sh603238,诺邦股份,3000,12000
sh603239,浙江仙通,6768,27072
sh603258,电魂网络,6000,24000
sh603266,天龙股份,2500,10000
sh603268,松发股份,4114,8800
sh603269,海鸥股份,2287,9147
sh603286,日盈电子,2201.9,8807.6
sh603288,海天味业,269688.67,270495.07
sh603298,杭叉集团,8666,61885.418
sh603299,井神股份,27930.0905,55944
sh603300,华铁科技,27811.4,40534
sh603303,得邦照明,6000,24000
sh603306,华懋科技,7374.75,21390
sh603308,应流股份,40001,43375.4341
sh603309,维力医疗,7700,20000
sh603311,金海环境,9300.6264,21000
sh603313,梦百合,6000,24000
sh603315,福鞍股份,7786.25,20000
sh603316,诚邦股份,5082,20328
sh603318,派思股份,10620,36525
sh603319,湘油泵,2023,8092
sh603320,迪贝电气,2500,10000
sh603322,超讯通信,2000,8000
sh603323,吴江银行,11150,111391.102
sh603326,我乐家居,4000,16000
sh603328,依顿电子,20341.776,99665.16
sh603330,上海天洋,1500,6000
sh603333,明星电缆,52000.5,52000.5
sh603335,迪生力,6334,25334
sh603336,宏辉果蔬,3335,13335
sh603338,浙江鼎力,4622.5,16250
sh603339,四方冷链,5680,21024.625
sh603345,安井食品,5401,21604
sh603355,莱克电气,6669,40100
sh603358,华达科技,4000,16000
sh603360,百傲化学,3334,13334
sh603366,日出东方,80000,80000
sh603368,柳州医药,7459.9132,18505.2458
sh603369,今世缘,68075,125450
sh603377,东方时尚,11775.625,42000
sh603380,易德龙,4000,16000
sh603383,顶点软件,2105,8419
sh603385,惠达卫浴,7104,28415.1111
sh603388,元成股份,2500,10000
sh603389,亚振家居,5474.95,21896
sh603393,新天然气,4000,16000
sh603398,邦宝益智,5280,21120
sh603416,信捷电气,3514,14056
sh603421,鼎信通讯,4340,43340
sh603429,集友股份,1700,6800
sh603444,吉比特,1780,7173.9881
sh603456,九洲药业,14326.6206,44314.6206
sh603488,展鹏科技,5200,20800
sh603496,恒为科技,2500,10000
sh603501,韦尔股份,4160,41600
sh603505,金石资源,6000,24000
sh603508,思维列控,6520,16000
sh603515,欧普照明,5800,57947.9104
sh603517,绝味食品,5000,41000
sh603518,维格娜丝,5562.76,14798
sh603519,立霸股份,7687.96,16000
sh603520,司太立,6465,12000
sh603528,多伦科技,18759,62004
sh603536,惠发股份,3000,12000
sh603538,美诺华,3000,12000
sh603555,贵人鸟,61400,62860.2143
sh603556,海兴电力,9334,38052.7
sh603558,健盛集团,11550,37050
sh603559,中通国脉,3300,13200
sh603566,普莱柯,16211.818,32374
sh603567,珍宝岛,27316,84916
sh603568,伟明环保,13063.8,68721
sh603569,长久物流,4001,40001
sh603577,汇金通,2918,11668
sh603578,三星新材,2200,8800
sh603579,荣泰健康,1750,7000
sh603580,艾艾精工,1667,6667
sh603585,苏利股份,3750,15000
sh603586,金麒麟,5250,20937
sh603588,高能环境,48551.2648,66219.0954
sh603589,口子窖,29352.4395,60000
sh603598,引力传媒,9736,27111.3
sh603599,广信股份,13648,37648
sh603600,永艺股份,10468.75,25000
sh603601,再升科技,21336.326,38615.126
sh603603,博天环境,4001,40001
sh603606,东方电缆,13923.8,31097
sh603608,天创时尚,12740,39200
sh603609,禾丰牧业,41839.1867,83117.6469
sh603611,诺力股份,9302.5,18583.7539
sh603615,茶花股份,6000,24000
sh603616,韩建河山,14736,29336
sh603618,杭电股份,26325,68687.8908
sh603626,科森科技,5266.67,21066.67
sh603628,清源股份,6845,27380
sh603630,拉芳家化,4359.99,17440
sh603633,徕木股份,3009,12035
sh603636,南威软件,17038.3,40683.152
sh603637,镇海股份,3324.919,13299.6616
sh603638,艾迪精密,4400,17600
sh603639,海利尔,3000,12000
sh603656,泰禾光电,2658.6,10634.4
sh603658,安图生物,4200,42000
sh603660,苏州科达,5000,25000
sh603663,三祥新材,3355,13415
sh603665,康隆达,2500,10000
sh603667,五洲新春,5060,20240
sh603668,天马科技,7420,29680
sh603669,灵康药业,8645,26000
sh603677,奇精机械,3400,13600
sh603678,火炬电子,20174.922,45266.595
sh603679,华体科技,2500,10000
sh603686,龙马环卫,10794.5,27235
sh603688,石英股份,12024,33733.8
sh603689,皖天然气,8400,33600
sh603690,至纯科技,5200,20800
sh603696,安记食品,3450,12000
sh603698,航天工程,8877.0588,41230
sh603699,纽威股份,75000,75000
sh603701,德宏股份,4880,9800
sh603703,盛洋科技,9591.875,22970
sh603708,家家悦,11700,46800
sh603716,塞力斯,1274,5094
sh603717,天域生态,4317.79,17271.16
sh603718,海利生物,30493.4,64400
sh603726,朗迪集团,2368,9472
sh603727,博迈科,5870,23414.5
sh603728,鸣志电器,8000,32000
sh603729,龙韵股份,3610,6667
sh603737,三棵树,3022.0963,10000
sh603738,泰晶科技,2835.6,11335.6
sh603758,秦安股份,6000,43879.7049
sh603766,隆鑫通用,207750.4575,211290.295
sh603767,中马传动,5333,21332
sh603768,常青股份,5100,20400
sh603777,来伊份,6000,24000
sh603778,乾景园林,22620.4093,50000
sh603779,威龙股份,9260.575,20020
sh603787,新日股份,5100,20400
sh603788,宁波高发,4899.6,14140
sh603789,星光农机,8000,20150.8
sh603797,联泰环保,5334,21334
sh603798,康普顿,8540,20000
sh603799,华友钴业,27127.2,59267.6632
sh603800,道森股份,6760,20800
sh603801,志邦股份,4000,16000
sh603803,瑞斯康达,5680,42105.5557
sh603806,福斯特,9021,40200
sh603808,歌力思,8303.8605,25946.305
sh603811,诚意药业,2130,8520
sh603816,顾家家居,8250,41250
sh603817,海峡环保,11250,45000
sh603818,曲美家居,13160.8,48412
sh603819,神力股份,3000,12000
sh603822,嘉澳环保,4060,7335
sh603823,百合花,4500,22500
sh603826,坤彩科技,9000,36000
sh603828,柯利达,6012,18509.85
sh603833,欧派家居,4151,41509.1112
sh603838,四通股份,9728,26668
sh603839,安正时尚,7126,28504
sh603843,正平股份,9970,40000.3
sh603855,华荣股份,8277,33107
sh603858,步长制药,6980,68180
sh603859,能科股份,2839,11356
sh603866,桃李面包,5917.734,45012.6
sh603868,飞科电器,4360,43560
sh603869,北部湾旅,7287.288,34880.6268
sh603877,太平鸟,5500,47500
sh603878,武进不锈,5050,20200
sh603879,永悦科技,3600,14400
sh603881,数据港,5265,21058.6508
sh603883,老百姓,8412.3241,26700
sh603885,吉祥航空,53701.3477,179701.3477
sh603886,元祖股份,6000,24000
sh603887,城地股份,2460,9810
sh603888,新华网,12975.734,51902.936
sh603889,新澳股份,14194.115,32516
sh603896,寿仙谷,3495,13980
sh603898,好莱客,8900.4,29990
sh603899,晨光文具,22400,92000
sh603900,通灵珠宝,6079.89,24319.56
sh603901,永创智能,15400,40000
sh603903,中持股份,2560.95,10243.8
sh603906,龙蟠科技,5200,20800
sh603908,牧高笛,1669,6669
sh603909,合诚股份,2500,10000
sh603918,金桥信息,12334.4,17732.5
sh603919,金徽酒,11583.845,36400
sh603920,世运电路,8880,40180
sh603926,铁流股份,3000,12000
sh603928,兴业股份,5040,20160
sh603929,亚翔集成,5336,21336
sh603936,博敏电子,5610,16735
sh603938,三孚股份,3755.66,15016.66
sh603939,益丰药房,15600.8,36269.4658
sh603955,大千生态,2175,8700
sh603958,哈森股份,6599.8996,21736
sh603959,百利科技,10640,22400
sh603960,克来机电,2000,8000
sh603966,法兰泰克,4000,16000
sh603968,醋化股份,13660,20448
sh603969,银龙股份,15263.05,40000
sh603977,国泰集团,5528,22108
sh603979,金诚信,18704.64,45000
sh603980,吉华集团,10000,50000
sh603985,恒润股份,2000,8000
sh603986,兆易创新,5000,20269.3994
sh603987,康德莱,7890,31543.5
sh603988,中电电机,2240,8000
sh603989,艾华集团,8437.5,30000
sh603990,麦迪科技,2000,8092.93
sh603991,至正股份,1870,7453.4998
sh603993,洛阳钼业,1295373.0699,1688719.8699
sh603996,中新科技,10327.5,30015
sh603997,继峰股份,17100,63000
sh603998,方盛制药,26917.722,43300.672
sh603999,读者传媒,11520,28800
sz000001,平安银行,1691800.7238,1717041.1366
sz000002,万 科Ａ,972419.6533,1103915.2001
sz000005,世纪星源,95122.246,105853.6842
sz000006,深振业Ａ,134999.5046,134999.5046
sz000008,神州高铁,205447.2261,280907.8279
sz000009,中国宝安,212092.5476,214934.4971
sz000010,美丽生态,52217.1498,81985.4713
sz000012,南 玻Ａ,131275.1568,207533.556
sz000014,沙河股份,20170.5187,20170.5187
sz000016,深康佳Ａ,159659.38,240794.5408
sz000017,深中华A,30298.4965,55134.7947
sz000018,神州长城,75418.4019,169824.5011
sz000019,深深宝Ａ,41621.6407,49207.7823
sz000020,深华发Ａ,18116.5391,28316.1227
sz000021,深科技,147125.9363,147125.9363
sz000022,深赤湾Ａ,46522.4413,64476.373
sz000023,深天地Ａ,13875.624,13875.624
sz000026,飞亚达Ａ,35709.6881,43874.4881
sz000027,深圳能源,396449.1597,396449.1597
sz000028,国药一致,30774.6343,42812.6983
sz000029,深深房Ａ,89166,101166
sz000030,富奥股份,125909.514,129325.1508
sz000032,深桑达Ａ,27943.7184,42225.4134
sz000034,神州数码,35796.9933,65407.0434
sz000035,中国天楹,123855.7742,123855.7742
sz000036,华联控股,112862.7712,114148.7712
sz000037,深南电A,33890.815,60276.2596
sz000038,深大通,5492.6993,32673.5887
sz000039,中集集团,126377.6177,298035.2786
sz000042,中洲控股,48799.648,66483.1139
sz000043,中航地产,66696.1416,66696.1416
sz000045,深纺织Ａ,45709.1599,50652.1849
sz000048,康达尔,38735.7522,39076.8671
sz000049,德赛电池,20524.3738,20524.3738
sz000050,深天马Ａ,121253.7023,140109.8744
sz000055,方大集团,63143.8076,118364.2254
sz000056,皇庭国际,28692.8214,114778.4868
sz000058,深 赛 格,53833.7692,123565.6249
sz000059,华锦股份,139997.4452,159944.2537
sz000060,中金岭南,221262.7938,221262.7938
sz000061,农 产 品,169696.4131,169696.4131
sz000062,深圳华强,66694.9797,72131.6774
sz000063,中兴通讯,343451.1996,419001.453
sz000068,华控赛格,89667.1464,100667.1464
sz000069,华侨城Ａ,613319.037,820568.1415
sz000070,特发信息,54200,62699.4746
sz000078,海王生物,186581.7137,264821.0757
sz000088,盐 田 港,194220,194220
sz000089,深圳机场,205076.9509,205076.9509
sz000090,天健集团,77354.3111,119778.5535
sz000096,广聚能源,51084.8,52800
sz000099,中信海直,60607.042,60607.042
sz000100,TCL 集团,948609.3231,1221368.1742
sz000150,宜华健康,35393.2751,44780.4877
sz000151,中成股份,26654.3967,29598
sz000153,丰原药业,31197.723,31214.123
sz000156,华数传媒,99362.4337,143335.1902
