代码,名称,流通A股(万股),总股本(万股)
sz000158,常山股份,78093.4038,127144.2278
sz000159,国际实业,48113.9294,48113.9294
sz000166,申万宏源,738287.2859,2005660.5718
sz000301,东方市场,121823.6445,121823.6445
sz000400,许继电气,100832.7309,100832.7309
sz000401,冀东水泥,134724.0314,134752.2914
sz000402,金 融 街,298892.9907,298892.9907
sz000404,华意压缩,69599.5979,69599.5979
sz000407,胜利股份,67477.6917,88008.4656
sz000408,藏格控股,25230.15,207223.1638
sz000411,英特集团,20735.0946,20744.9946
sz000413,东旭光电,298976.5885,493992.8983
sz000416,民生控股,53168.0754,53187.1494
sz000417,合肥百货,77902.7451,77988.42
sz000418,小天鹅Ａ,43853.5172,63248.7764
sz000419,通程控股,54358.2655,54358.2655
sz000420,吉林化纤,98663.2702,197070.6656
sz000421,南京公用,39230.91,57264.6934
sz000422,湖北宜化,89786.6712,89786.6712
sz000423,东阿阿胶,65402.1537,65402.1537
sz000428,华天酒店,71892.6,101892.6
sz000429,粤高速Ａ,46897.8228,209080.6126
sz000430,张家界,20903.3647,32083.5149
sz000488,晨鸣纸业,111327.8456,193640.5467
sz000498,山东路桥,35417.0133,112013.9063
sz000501,鄂武商Ａ,66876.55,76938.4681
sz000502,绿景控股,18332.9607,18481.9607
sz000503,海虹控股,89877.9932,89882.2204
sz000505,珠江控股,36047.0904,42674.5404
sz000506,中润资源,92867.0961,92901.7761
sz000507,珠海港,77216.0479,78954.0919
sz000509,华塑控股,82548.3117,82548.3117
sz000510,金路集团,60912.547,60918.2254
sz000513,丽珠集团,23909.874,42556.2592
sz000514,渝 开 发,84377.0965,84377.0965
sz000516,国际医学,197055.7392,197104.9302
sz000517,荣安地产,318226.7277,318392.2485
sz000519,中兵红箭,58286.7108,140346.1644
sz000521,美菱电器,59612.0032,104459.7881
sz000523,广州浪奇,44620.7556,52294.4271
sz000525,红 太 阳,50698.3093,58077.2873
sz000526,*ST紫学,9619.5107,9619.5107
sz000528,柳 工,112524.2136,112524.2136
sz000530,大冷股份,59055.5081,85648.7181
sz000531,穗恒运Ａ,68508.282,68508.282
sz000533,万 家 乐,68490.24,69081.6
sz000534,万泽股份,49178.5096,49178.5096
sz000536,华映科技,124332.4682,276603.2803
sz000537,广宇发展,51271.7581,51271.7581
sz000538,云南白药,104139.9718,104139.9718
sz000540,中天金融,397365.9762,469977.1436
sz000541,佛山照明,98360.0874,127213.2868
sz000544,中原环保,26945.9799,64978.9659
sz000545,金浦钛业,95940.3096,98683.3096
sz000547,航天发展,90124.7713,142962.8897
sz000548,湖南投资,49921.5811,49921.5811
sz000551,创元科技,40008.0405,40008.0405
sz000552,靖远煤电,155743.8726,228697.105
sz000553,沙隆达Ａ,36392.322,59392.322
sz000554,泰山石油,36265.32,48079.332
sz000555,神州信息,88628.9328,96343.1273
sz000557,西部创业,58524.5214,145837.4735
sz000558,莱茵体育,114712.575,128922.3949
sz000559,万向钱潮,275315.9454,275315.9454
sz000560,昆百大Ａ,41593.9124,117023.5934
sz000561,烽火电子,59400.8701,59584.4701
sz000563,陕国投Ａ,286186.3634,309049.1732
sz000565,渝三峡Ａ,43359.222,43359.222
sz000566,海南海药,99006.9432,133597.9264
sz000568,泸州老窖,140225.2476,140225.2476
sz000570,苏常柴Ａ,41137.4326,56137.4326
sz000572,海马汽车,164215.5224,164463.6426
sz000576,广东甘化,44019.2446,44286.1324
sz000581,威孚高科,83657.057,100895.057
sz000582,北部湾港,26317.8119,124025.9436
sz000584,哈工智能,61137.4181,61332.4339
sz000585,东北电气,60942.0978,87337
sz000586,汇源通信,19344,19344
sz000587,金洲慈航,57611.6262,106187.4665
sz000589,黔轮胎Ａ,77546.4304,77546.4304
sz000590,启迪古汉,22323.6227,23947.1267
sz000591,太阳能,184871.0441,300709.8032
sz000592,平潭发展,191373.2882,193178.0892
sz000595,*ST宝实,49540,74488.025
sz000596,古井贡酒,38360,50360
sz000597,东北制药,43934.817,47465.5068
sz000598,兴蓉环境,298621.8602,298621.8602
sz000600,建投能源,109005.0876,179162.6376
sz000601,韶能股份,108055.1669,108055.1669
sz000603,盛达矿业,46196.2167,72262.5223
sz000605,渤海股份,12323.0586,25189.9
sz000606,神州易桥,47211.36,76579.9353
sz000607,华媒控股,48773.1995,101769.841
sz000608,阳光股份,74991.3309,74991.3309
sz000609,绵石投资,28846.4509,29922.5522
sz000610,西安旅游,23531.9844,23674.7901
sz000612,焦作万方,100198.3156,119219.9394
sz000613,*ST东海A,26564.56,36410
sz000615,京汉股份,35429.6443,78025.055
sz000616,海航投资,143023.4425,143023.4425
sz000617,中油资本,11501.568,903005.6485
sz000619,海螺型材,36000,36000
sz000620,新华联,183694.6466,189669.042
sz000622,恒立实业,42522.6,42522.6
sz000623,吉林敖东,107472.3154,116276.9962
sz000627,天茂集团,135358.9866,425919.4566
sz000628,高新发展,18798.388,31148
sz000629,*ST钒钛,476734.2665,858974.6202
sz000630,铜陵有色,956064.3685,1052653.3308
sz000631,顺发恒业,243251.9168,243251.9168
sz000633,合金投资,38510.6373,38510.6373
sz000635,英 力 特,30308.7602,30308.7602
sz000636,风华高科,81255.5119,89523.3111
sz000637,茂化实华,36650.208,51987.5356
sz000638,万方发展,30940,30940
sz000639,西王食品,37664.5668,45453.0468
sz000650,仁和药业,123834.0076,123834.0076
sz000655,金岭矿业,59534.023,59534.023
sz000656,金科股份,417945.2653,534336.8316
sz000659,*ST中富,128570.252,128570.252
sz000661,长春高新,17011.2265,17011.2265
sz000662,天夏智慧,28798.92,84084.4445
sz000663,永安林业,18927.8389,34098.8702
sz000665,湖北广电,46107.0215,63621.7448
sz000666,经纬纺机,29373.8069,70413
sz000667,美好置业,255959.2332,255959.2332
sz000668,荣丰控股,14668.8393,14684.189
sz000669,金鸿能源,48600.6284,48600.6284
sz000670,盈方微,60181.9536,81662.736
sz000671,阳 光 城,330738.055,405007.3315
sz000672,上峰水泥,81361.9871,81361.9871
sz000673,当代东方,41616,79333.4978
sz000676,智度股份,31648.9122,96571.0782
sz000677,恒天海龙,86397.7948,86397.7948
sz000678,襄阳轴承,42907.9797,45961.1797
sz000681,视觉中国,27987.2323,70057.7436
sz000682,东方电子,97816.3195,97816.3195
sz000683,远兴能源,209276.1878,390077.2992
sz000685,中山公用,107101.8036,147511.1351
sz000686,东北证券,209047.8362,234045.2915
sz000687,华讯方舟,53167.266,75736.8462
sz000688,建新矿业,113729.4994,113729.9314
sz000690,宝新能源,213096.0326,217588.7862
sz000691,ST亚太,29048.63,32327
sz000692,惠天热电,53283.2976,53283.2976
sz000695,滨海能源,22172.1339,22214.7539
sz000697,炼石有色,55968.0049,55968.0049
sz000698,沈阳化工,43239.9572,81951.4395
sz000700,模塑科技,69738.3762,71720.7902
sz000701,厦门信达,37789.4352,40661.3056
sz000702,正虹科技,26663.4576,26663.4576
sz000703,恒逸石化,115358.7626,164842.4362
sz000705,浙江震元,28204.8326,33412.3286
sz000708,大冶特钢,44940.848,44940.848
sz000709,河钢股份,1061690.0588,1061860.7852
sz000710,贝瑞基因,15120,15120
sz000711,京蓝科技,32179.68,65118.9032
sz000712,锦龙股份,89600,89600
sz000713,丰乐种业,29887.5968,29887.5968
sz000715,中兴商业,27856.5594,27900.6
sz000716,黑芝麻,58579.9574,63760.4444
sz000717,韶钢松山,241952.441,241952.441
sz000718,苏宁环球,302325.1778,303463.6384
sz000719,大地传媒,66714.7543,102320.3749
sz000720,新能泰山,86346,86346
sz000721,西安饮食,43590.292,49905.592
sz000722,湖南发展,46415.8282,46415.8282
sz000723,美锦能源,93013.3422,410593.2102
sz000725,京东方Ａ,3395097.7574,3515306.7743
sz000726,鲁 泰Ａ,56198.48,92260.2311
sz000727,华东科技,244245.264,452956.698
sz000728,国元证券,294615,294615
sz000729,燕京啤酒,250962.4667,281853.9341
sz000731,四川美丰,59148.4352,59148.4352
sz000733,振华科技,46934.2218,46934.2218
sz000735,罗 牛 山,106023.0684,115151.3578
sz000736,中房地产,29719.3885,29719.3885
sz000737,南风化工,54876,54876
sz000738,航发控制,114564.2349,114564.2349
sz000739,普洛药业,106009.2451,114686.931
sz000750,国海证券,421554.1972,421554.1972
sz000751,锌业股份,140986.9279,140986.9279
sz000752,西藏发展,26375.8491,26375.8491
sz000753,漳州发展,81935.5295,99148.1071
sz000755,*ST三维,46926.4621,46926.4621
sz000756,新华制药,30731.283,45731.283
sz000757,浩物股份,36633.3256,45162.1156
sz000758,中色股份,196937.8424,196937.8424
sz000759,中百集团,68069.8039,68102.15
sz000760,斯太尔,65444.4268,78849.4628
sz000761,本钢板材,273600,313600
sz000762,西藏矿业,47597.4877,52081.924
sz000766,通化金马,44901.6276,96649.4707
sz000767,漳泽电力,225373.78,307694.2219
sz000768,中航飞机,276864.5071,276864.5071
sz000776,广发证券,591929.1464,762108.7664
sz000777,中核科技,38341.7593,38341.7593
sz000778,新兴铸管,364330.7361,399088.0176
sz000779,三毛派神,18644.102,18644.102
sz000780,*ST平能,101430.6324,101430.6324
sz000782,美达股份,32269.5068,52813.9623
sz000783,长江证券,474246.7678,552946.7678
sz000785,武汉中商,25109.3698,25122.1698
sz000786,北新建材,137765.5722,178857.9717
sz000788,北大医药,55877.6361,59598.7425
sz000789,万年青,61336.4368,61336.4368
sz000790,泰合健康,43102.1374,43102.1374
sz000791,甘肃电投,97112.62,97112.62
sz000792,盐湖股份,274989.9995,278609.0601
sz000793,华闻传媒,184153.5203,201736.5965
sz000795,英洛华,65279.2336,113368.4103
sz000796,凯撒旅游,24654.2015,80300.0258
sz000797,中国武夷,85641.1904,99959.614
sz000798,中水渔业,31945.5,31945.5
sz000799,酒鬼酒,22420.1689,32492.898
sz000800,一汽轿车,141175.4078,162750
sz000802,北京文化,38179.036,72625.0255
sz000803,*ST金宇,12773.0893,12773.0893
sz000806,银河生物,69844.8301,109991.1762
sz000807,云铝股份,172201.9431,260683.8797
sz000809,*ST新城,82479.1293,82479.1293
sz000810,创维数字,42295.6373,103455.828
sz000811,烟台冰轮,40324.7936,43536.9434
sz000812,陕西金叶,44737.5651,44737.5651
sz000813,德展健康,58874.3051,224148.18
sz000815,美利云,31680,69526.3035
sz000816,智慧农业,133630.3318,141880.3318
sz000818,方大化工,69164.344,69164.344
sz000819,岳阳兴长,27133.81,27133.81
sz000820,神雾节能,22087.7211,63724.5222
sz000821,京山轻机,34523.8781,47773.2636
sz000822,山东海化,89509.1926,89509.1926
sz000823,超声电子,53696.6,53696.6
sz000825,太钢不锈,569624.7796,569624.7796
sz000826,启迪桑德,85429.758,85429.758
sz000828,东莞控股,103951.6992,103951.6992
sz000830,鲁西化工,146486.0778,146486.0778
sz000831,五矿稀土,98088.8981,98088.8981
sz000833,贵糖股份,37808.8877,66840.1851
sz000835,长城动漫,30537,32676.0374
sz000836,鑫茂科技,118265.5224,120845.5224
sz000837,秦川机床,48167.5308,69337.091
sz000838,财信发展,63349.902,110046.217
sz000839,中信国安,391982.6352,391982.6352
sz000848,承德露露,97856.2728,97856.2728
sz000850,华茂股份,94366.5009,94366.5009
sz000851,高鸿股份,51966.2467,63210.5028
sz000852,石化机械,59815.769,59815.769
sz000856,冀东装备,22700,22700
sz000858,五 粮 液,379596.672,379596.672
sz000859,国风塑业,73944.973,73944.973
sz000860,顺鑫农业,57058.9992,57058.9992
sz000861,海印股份,197133.8781,224987.3659
sz000862,银星能源,33435.9292,70862.6592
sz000863,三湘印象,93896.3406,138298.6746
sz000868,安凯客车,69556.5603,69556.5603
sz000869,张 裕Ａ,45346.08,68546.4
sz000875,吉电股份,123464.35,214631.398
sz000876,新 希 望,345901.473,421601.5009
sz000877,天山股份,88010.1259,88010.1259
sz000878,云南铜业,141639.88,141639.88
sz000881,中广核技,30805.44,105559.7987
sz000882,华联股份,188469.6729,273735.1947
sz000883,湖北能源,534635.3878,650744.9486
sz000885,同力水泥,42679.9283,49638.1983
sz000886,海南高速,96534.2948,98882.83
sz000887,中鼎股份,121469.5095,123444.0095
sz000888,峨眉山Ａ,52691.3102,52691.3102
sz000889,茂业通信,44534.8196,62182.6786
sz000890,法 尔 胜,37964.16,37964.16
sz000892,欢瑞世纪,35593.8097,98098.0473
sz000893,东凌国际,40345.5,75690.3272
sz000895,双汇发展,329955.8284,329955.8284
sz000898,鞍钢股份,614900.7847,723480.7847
sz000899,赣能股份,64667.776,97567.776
sz000900,现代投资,101188.5556,101188.5556
sz000902,新洋丰,123370.3444,130452.929
sz000905,厦门港务,53100,53100
sz000906,浙商中拓,42978.7542,51081.2469
sz000908,景峰医药,64107.3094,87977.4351
sz000909,数源科技,29400,31235.2464
sz000910,大亚圣象,52750,53077
sz000911,南宁糖业,32408.0937,32408.0937
sz000915,山大华特,23343.2457,23433.1485
sz000916,华北高速,109000,109000
sz000917,电广传媒,106317.5244,141755.6338
sz000918,嘉凯城,180419.15,180419.15
sz000919,金陵药业,50400,50400
sz000920,南方汇通,42200,42200
sz000921,海信科龙,90243.8762,136272.537
sz000922,*ST佳电,45790.0496,54366.7277
sz000923,河北宣工,19800,19800
sz000925,众合科技,30566.9686,32032.3862
sz000926,福星股份,94932.2474,94932.2474
sz000927,一汽夏利,159517.402,159517.402
sz000928,中钢国际,74315.8264,125666.2942
sz000929,兰州黄河,18576.6,18576.6
sz000930,中粮生化,96441.1115,96441.1115
sz000931,中 关 村,66804.694,75312.6982
sz000932,*ST华菱,301565.0025,301565.0025
sz000933,神火股份,190050,190050
sz000935,四川双马,62948.7591,76344.0333
sz000936,华西股份,74801.2887,88601.2887
sz000937,冀中能源,290659.9842,353354.685
sz000938,紫光股份,20608,104230.3162
sz000939,凯迪生态,212702.1638,392959.5494
sz000948,南天信息,24660.6046,24660.6046
sz000949,新乡化纤,102724.1303,125765.6049
sz000950,*ST建峰,59879.9235,59879.9235
sz000952,广济药业,25170.5513,25170.5513
sz000957,中通客车,47700.9898,59290.3936
sz000958,东方能源,66644.6402,110227.3226
sz000959,首钢股份,296652.6057,528938.96
sz000960,锡业股份,120942.3038,147205.5068
sz000961,中南建设,370978.8797,370978.8797
sz000962,东方钽业,44083.2644,44083.2644
sz000963,华东医药,86811.9982,97211.6416
sz000965,天保基建,100893.7178,100893.7178
sz000966,长源电力,110828.408,110828.408
sz000967,盈峰环境,67046.2214,109313.1877
sz000968,蓝焰控股,25970.9245,96750.266
sz000969,安泰科技,89205.5837,102600.8097
sz000970,中科三环,106520,106520
sz000971,高升控股,24409.3,51127.3668
sz000972,*ST中基,77128.3579,77128.3579
sz000973,佛塑科技,96742.3171,96742.3171
sz000975,银泰资源,103161.607,108161.607
sz000977,浪潮信息,99532.7017,99928.2714
sz000978,桂林旅游,36010,36010
sz000979,中弘股份,599328.6571,599328.6571
sz000980,众泰汽车,52814,183004.796
sz000982,*ST 中绒,180504.3279,180504.3279
sz000983,西山煤电,315120,315120
sz000985,大庆华科,12963.95,12963.95
sz000987,越秀金控,53843.716,222383.0413
sz000988,华工科技,89111.6632,89111.6632
sz000989,九 芝 堂,41879.1151,86935.4236
sz000990,诚志股份,29703.2414,125301.1919
sz000995,皇台酒业,17740.8,17740.8
sz000996,中国中期,23000,23000
sz000997,新 大 陆,92873.8558,93839.9518
sz000998,隆平高科,99605,125619.4674
sz000999,华润三九,97839.677,97890
sz001696,宗申动力,89273.4806,114502.692
sz001979,招商蛇口,190023.5839,790409.2722
sz002001,新 和 成,108891.9,108891.9
sz002002,鸿达兴业,207707.0028,242067.7191
sz002003,伟星股份,54145.1675,58309.2637
sz002004,华邦健康,180048.8302,203482.7685
sz002005,德豪润达,116640,139640
sz002006,精功科技,45516,45516
sz002007,华兰生物,93008.768,93008.768
sz002008,大族激光,106706.5245,106706.5245
sz002009,天奇股份,31456.2588,37054.9434
sz002010,传化智联,48798,325781.4678
sz002011,盾安环境,84342.746,91721.218
sz002012,凯恩股份,46762.547,46762.547
sz002013,中航机电,209513.7467,240575.5557
sz002014,永新股份,23296.0755,33574.4483
sz002015,霞客环保,40070.3825,40070.3825
sz002016,世荣兆业,64609.5632,80909.5632
sz002017,东信和平,34452.7176,34641.6336
sz002018,华信国际,227782.7422,227782.7422
sz002019,亿帆医药,58052.67,110079.8107
sz002020,京新药业,59391.8768,63799.78
sz002021,中捷资源,56781.504,68781.504
sz002022,科华生物,42062.6158,51256.9193
sz002023,海特高新,75679.1003,75679.1003
sz002025,航天电器,42900,42900
sz002026,山东威达,36663.4247,42009.8419
sz002027,分众传媒,414576.718,873683.35
sz002028,思源电气,76020.9282,76020.9282
sz002029,七 匹 狼,75567,75567
sz002030,达安基因,72492.0472,72492.0472
sz002031,巨轮智能,213465.9267,219939.567
sz002033,丽江旅游,54949.0711,54949.0711
sz002034,美 欣 达,8392,10804
sz002035,华帝股份,57417.8083,58176.2083
sz002036,联创电子,39504.437,55802.9837
sz002037,久联发展,32736.816,32736.816
sz002038,双鹭药业,68490,68490
sz002039,黔源电力,30539.8662,30539.8662
sz002040,南 京 港,24587.2,37228.2154
sz002041,登海种业,88000,88000
sz002042,华孚色纺,83715.6573,101148.3037
sz002043,兔 宝 宝,72637.467,86106.0685
sz002044,美年健康,106400.3763,242148.2706
sz002045,国光电器,41690.4,41690.4
sz002046,轴研科技,34056.597,35360.9448
sz002047,宝鹰股份,126310.1435,126310.1435
sz002048,宁波华翔,53004.715,53004.715
sz002049,紫光国芯,60681.7968,60681.7968
sz002051,中工国际,110896.4544,111277.4016
sz002052,同洲电子,74595.9694,74595.9694
sz002053,云南能投,37170.2206,55832.9336
sz002054,德美化工,41923.0828,41923.0828
sz002055,得润电子,41451.208,45051.208
sz002056,横店东磁,164360,164360
sz002057,中钢天源,19938.167,19938.167
sz002058,威 尔 泰,14344.8332,14344.8332
sz002059,云南旅游,70881.801,73079.2576
sz002060,粤 水 电,120226.2058,120226.2058
sz002061,江山化工,45325.9717,66168.8958
sz002062,宏润建设,110250,110250
sz002063,远光软件,58514.4694,60128.579
sz002064,华峰氨纶,165680,167680
sz002065,东华软件,151845.8584,156989.378
sz002066,瑞泰科技,23100,23100
sz002067,景兴纸业,109395.1,109395.1
sz002068,黑猫股份,60706.3596,60706.3596
sz002069,獐子岛,71021.6194,71111.2194
sz002070,*ST众和,63525.8156,63525.8156
sz002071,长城影视,52542.9878,52542.9878
sz002072,凯瑞德,17600,17600
sz002073,软控股份,74236.5,93544.4674
sz002074,国轩高科,49441.2074,87760
sz002075,沙钢股份,220677.1772,220677.1772
sz002076,雪 莱 特,59656.447,73398.9672
sz002077,大港股份,37445.691,58034.8513
sz002078,太阳纸业,252982.3238,253585.5238
sz002079,苏州固锝,72797.1487,72797.1487
sz002080,中材科技,40000,80679.0185
sz002081,金 螳 螂,264330.8689,264330.8689
sz002082,栋梁新材,23800,23800
sz002083,孚日股份,90800.0005,90800.0005
sz002084,海鸥卫浴,40605.5813,45631.6228
sz002085,万丰奥威,218687.9678,218687.9678
sz002086,东方海洋,48770,68770
sz002087,新野纺织,67568.592,81679.4335
sz002088,鲁阳节能,24918.7303,35096.8033
sz002089,新 海 宜,134350.2556,137466.9616
sz002090,金智科技,21936.2,23780.2904
sz002091,江苏国泰,71339.1731,157154.054
sz002092,中泰化学,169534.4633,214644.9598
sz002093,国脉科技,86500,100750
sz002094,青岛金王,35217.3217,37724.5234
sz002095,生 意 宝,25272,25272
sz002096,南岭民爆,37128.7,37128.7
sz002097,山河智能,75532.5,75532.5
sz002098,浔兴股份,31000,35800
sz002099,海翔药业,84282.723,162276.7253
sz002100,天康生物,70944.6116,96338.4608
sz002101,广东鸿图,24802.3001,35471.7911
sz002102,冠福股份,142892.6073,263383.629
sz002103,广博股份,40627.8326,54921.2944
sz002104,恒宝股份,71202.88,71364.8
sz002105,信隆健康,36850,36850
sz002106,莱宝高科,70581.616,70581.616
sz002107,沃华医药,36075.6,36075.6
sz002108,沧州明珠,104454.5579,109071.0923
sz002109,兴化股份,21008.4207,70196.3193
sz002110,三钢闽光,53470,137361.4962
sz002111,威海广泰,30727.0735,38182.7504
sz002112,三变科技,20160,20160
sz002113,天润数娱,47360,75447.9856
sz002114,罗平锌电,27184.0827,32339.5267
sz002115,三维通信,41068.8,41625.9
sz002116,中国海诚,41762.8938,41762.8938
sz002117,东港股份,36377.7614,36377.7614
sz002118,紫鑫药业,102598.2764,128075.9826
sz002119,康强电子,20620,20620
sz002120,韵达股份,15028,101452.4664
sz002121,科陆电子,100318.8763,140747.3773
sz002122,天马股份,118800,118800
sz002123,梦网集团,65995.6915,86159.5025
sz002124,天邦股份,45894.2,77308.5399
sz002125,湘潭电化,22260.8985,34559.9985
sz002126,银轮股份,65508,72108
sz002127,南极电商,96815.4022,153825.9532
sz002128,露天煤业,158822.4626,163437.8473
sz002129,中环股份,264423.6466,264423.6466
sz002130,沃尔核材,114377.7818,126231.9062
sz002132,恒星科技,105149.7645,125677.4426
sz002133,广宇集团,60642.0142,77414.4175
sz002134,*ST普林,24584.9768,24584.9768
sz002135,东南网架,74860,85453.22
sz002136,安 纳 达,21502,21502
sz002137,麦达数字,48907.2631,57578.5117
sz002138,顺络电子,74091.4814,75547.4814
sz002139,拓邦股份,65672.6878,68020.6978
sz002140,东华科技,44603.4534,44603.4534
sz002141,贤丰控股,63660.8,113465.6519
sz002142,宁波银行,346058.4635,389979.4081
sz002143,印纪传媒,28493.7191,110614.6365
sz002144,宏达高科,17346.6488,17676.2528
sz002145,中核钛白,135817.1181,159182.1576
sz002146,荣盛发展,434816.3851,434816.3851
sz002147,新光圆成,25852.181,140621.2627
sz002148,北纬科技,56287.6327,56736.2127
sz002149,西部材料,34926,42541.4274
sz002150,通润装备,25020,27424.3887
sz002151,北斗星通,37159.8298,51276.0675
sz002152,广电运通,201754.0725,242888.5725
sz002153,石基信息,92736,106678.8753
sz002154,报 喜 鸟,117201.874,124887.5008
sz002155,湖南黄金,99626.8,120203.9474
sz002156,通富微电,97263.0114,97263.0114
sz002158,汉钟精机,53038.1122,53038.1122
sz002159,三特索道,13399.9999,13866.6666
sz002160,常铝股份,45085.2275,72426.9941
sz002161,远 望 谷,73975.74,73975.74
sz002162,悦心健康,81510,85215
sz002163,中航三鑫,80355,80355
sz002164,宁波东力,44562.5,44562.5
sz002165,红 宝 丽,53646.1688,60205.811
sz002166,莱茵生物,43239.1962,43728.1362
sz002167,东方锆业,52373.5182,62094.6
sz002168,深圳惠程,76622.4768,82058.9768
sz002169,智光电气,52613.0796,78779.1994
sz002170,芭田股份,84660.3412,89004.7497
sz002171,楚江新材,34409.4326,53460.4028
sz002172,澳洋科技,57306.829,73349.4462
sz002173,创新医疗,22459.3259,45597.9402
sz002174,游族网络,85535.9297,86131.5045
sz002175,东方网络,56137.063,75377.8212
sz002176,江特电机,138179.9041,146918.2112
sz002177,御银股份,76119.1294,76119.1294
sz002178,延华智能,66042.0307,71603.8334
sz002181,粤 传 媒,113431.3245,116105.8174
sz002182,云海金属,57600,64642.2538
sz002183,怡 亚 通,211929.555,211929.555
sz002184,海得控制,22000,24281.7049
sz002185,华天科技,213111.2944,213111.2944
sz002186,全 聚 德,28312,30846.3955
sz002187,广百股份,34242.2568,34242.2568
sz002188,巴士在线,17259.1983,29958.5062
sz002189,利达光电,19924,19924
sz002190,成飞集成,34518.8382,34518.8382
sz002191,劲嘉股份,130604.72,130604.72
sz002192,融捷股份,19049.1744,25965.5203
sz002193,如意集团,16000,26171.555
sz002194,武汉凡谷,55588,56466.9722
sz002195,二三四五,212909.6432,328544.6248
sz002196,方正电机,29007.7522,45089.9624
sz002197,证通电子,42126.8632,51967.8668
sz002198,嘉应制药,50750.9848,50750.9848
sz002199,东晶电子,17715.4109,24344.2363
sz002200,云投生态,10782.9119,18413.289
sz002201,九鼎新材,32538.0857,33246.747
sz002202,金风科技,219454.12,273554.1
sz002203,海亮股份,154803.6626,169211.7113
sz002204,大连重工,193137.0032,193137.0032
sz002205,国统股份,11615.2018,11615.2018
sz002206,海 利 得,112931.625,121807.3645
sz002207,*ST准油,23917.7378,23917.7378
sz002208,合肥城建,32010,32010
sz002209,达 意 隆,19524.405,19524.405
sz002210,飞马国际,77571,97228.258
sz002211,宏达新材,26721.6436,43247.5779
sz002212,南洋股份,51026,114690.2165
sz002213,特 尔 佳,20600,20600
sz002214,大立科技,45866.6666,45866.6666
sz002215,诺 普 信,89967.6402,91407.6384
sz002216,三全食品,80421.7532,81468.1932
sz002217,合力泰,217099.2136,312831.0676
sz002218,拓日新能,61817.1052,61817.1052
sz002219,恒康医疗,151479.86,186523.643
sz002220,天宝食品,46472.72,54748.5824
sz002221,东华能源,139161.6368,161996.2824
sz002222,福晶科技,42750,42750
sz002223,鱼跃医疗,99072.7582,100247.6929
sz002224,三 力 士,65806.5698,65806.5698
sz002225,濮耐股份,81373.5437,89032.4298
sz002226,江南化工,79127.8992,91127.8992
sz002227,奥 特 迅,22059.74,22059.74
sz002228,合兴包装,104297.233,104297.233
sz002229,鸿博股份,44727.9,50275.2213
sz002230,科大讯飞,130254.2953,138869.3628
sz002231,奥维通信,35680,35680
sz002232,启明信息,40280.6795,40854.8455
